6311 300 300
77 139 4 1
78 139 4 1
79 139 4 1
169 264 7 0
170 264 7 0
171 264 7 0
172 264 7 0
173 264 7 0
174 264 7 0
175 264 7 0
176 264 7 0
177 264 7 0
178 264 7 0
179 264 7 0
87 114 4 1
88 114 4 1
89 114 4 1
90 114 4 1
91 114 4 1
92 114 4 1
93 114 4 1
192 189 3 1
193 189 3 1
194 189 3 1
195 189 3 1
196 189 3 1
197 189 3 1
198 189 3 1
186 164 3 1
187 164 3 1
188 164 3 1
189 164 3 1
190 164 3 1
191 164 3 1
192 164 3 1
193 164 3 1
227 214 2 0
228 214 2 0
229 214 2 0
230 214 2 0
231 214 2 0
232 214 2 0
233 214 2 0
234 214 2 0
186 139 3 1
187 139 3 1
188 139 3 1
222 189 2 0
189 139 3 1
223 189 2 0
190 139 3 1
224 189 2 0
191 139 3 1
225 189 2 0
192 139 3 1
226 189 2 0
227 189 2 0
228 189 2 0
229 189 2 0
212 164 2 0
179 114 3 1
213 164 2 0
180 114 3 1
214 164 2 0
181 114 3 1
215 164 2 0
182 114 3 1
216 164 2 0
183 114 3 1
217 164 2 0
184 114 3 1
218 164 2 0
185 114 3 1
186 114 3 1
187 114 3 1
171 89 3 1
172 89 3 1
173 89 3 1
174 89 3 1
158 64 3 1
175 89 3 1
159 64 3 1
176 89 3 1
210 139 2 0
160 64 3 1
177 89 3 1
211 139 2 0
161 64 3 1
178 89 3 1
212 139 2 0
162 64 3 1
213 139 2 0
163 64 3 1
214 139 2 0
164 64 3 1
215 139 2 0
165 64 3 1
216 139 2 0
207 114 2 0
208 114 2 0
209 114 2 0
210 114 2 0
211 114 2 0
212 114 2 0
213 114 2 0
198 89 2 0
199 89 2 0
200 89 2 0
201 89 2 0
202 89 2 0
203 89 2 0
186 64 2 0
204 89 2 0
187 64 2 0
188 64 2 0
189 64 2 0
8 240 7 0
190 64 2 0
9 240 7 0
191 64 2 0
27 265 7 0
10 240 7 0
192 64 2 0
28 265 7 0
11 240 7 0
193 64 2 0
29 265 7 0
12 240 7 0
30 265 7 0
13 240 7 0
31 265 7 0
14 240 7 0
32 265 7 0
15 240 7 0
33 265 7 0
16 240 7 0
34 265 7 0
17 240 7 0
35 265 7 0
36 265 7 0
37 265 7 0
38 265 7 0
39 265 7 0
40 265 7 0
41 265 7 0
42 265 7 0
43 265 7 0
44 265 7 0
45 265 7 0
46 265 7 0
47 265 7 0
48 265 7 0
31 240 6 1
49 265 7 0
32 240 6 1
50 265 7 0
33 240 6 1
51 265 7 0
34 240 6 1
52 265 7 0
35 240 6 1
36 240 6 1
37 240 6 1
38 240 6 1
39 240 6 1
40 240 6 1
41 240 6 1
42 240 6 1
43 240 6 1
44 240 6 1
45 240 6 1
46 240 6 1
47 240 6 1
16 165 5 0
17 165 5 0
18 165 5 0
19 165 5 0
20 165 5 0
21 165 5 0
22 165 5 0
27 140 5 0
28 140 5 0
29 140 5 0
30 140 5 0
31 140 5 0
32 140 5 0
33 140 5 0
34 140 5 0
54 165 4 1
55 165 4 1
56 165 4 1
57 165 4 1
58 165 4 1
59 165 4 1
60 165 4 1
41 115 5 0
42 115 5 0
43 115 5 0
44 115 5 0
45 115 5 0
46 115 5 0
47 115 5 0
48 115 5 0
49 115 5 0
72 140 4 1
73 140 4 1
74 140 4 1
75 140 4 1
76 140 4 1
77 140 4 1
78 140 4 1
79 140 4 1
167 265 7 0
168 265 7 0
169 265 7 0
170 265 7 0
171 265 7 0
172 265 7 0
173 265 7 0
174 265 7 0
175 265 7 0
176 265 7 0
177 265 7 0
86 115 4 1
87 115 4 1
88 115 4 1
89 115 4 1
90 115 4 1
91 115 4 1
92 115 4 1
93 115 4 1
192 190 3 1
193 190 3 1
194 190 3 1
195 190 3 1
196 190 3 1
197 190 3 1
198 190 3 1
186 165 3 1
187 165 3 1
188 165 3 1
189 165 3 1
190 165 3 1
191 165 3 1
192 165 3 1
228 215 2 0
229 215 2 0
230 215 2 0
231 215 2 0
232 215 2 0
233 215 2 0
234 215 2 0
186 140 3 1
187 140 3 1
188 140 3 1
189 140 3 1
223 190 2 0
190 140 3 1
224 190 2 0
191 140 3 1
225 190 2 0
192 140 3 1
226 190 2 0
227 190 2 0
228 190 2 0
229 190 2 0
212 165 2 0
213 165 2 0
180 115 3 1
214 165 2 0
181 115 3 1
215 165 2 0
182 115 3 1
216 165 2 0
183 115 3 1
217 165 2 0
184 115 3 1
218 165 2 0
185 115 3 1
186 115 3 1
187 115 3 1
171 90 3 1
172 90 3 1
173 90 3 1
174 90 3 1
175 90 3 1
159 65 3 1
176 90 3 1
210 140 2 0
160 65 3 1
177 90 3 1
211 140 2 0
161 65 3 1
178 90 3 1
212 140 2 0
162 65 3 1
213 140 2 0
163 65 3 1
214 140 2 0
164 65 3 1
215 140 2 0
165 65 3 1
216 140 2 0
207 115 2 0
208 115 2 0
209 115 2 0
210 115 2 0
211 115 2 0
212 115 2 0
213 115 2 0
214 115 2 0
198 90 2 0
199 90 2 0
200 90 2 0
201 90 2 0
202 90 2 0
203 90 2 0
186 65 2 0
204 90 2 0
187 65 2 0
188 65 2 0
189 65 2 0
190 65 2 0
9 241 7 0
191 65 2 0
10 241 7 0
192 65 2 0
11 241 7 0
193 65 2 0
12 241 7 0
194 65 2 0
13 241 7 0
14 241 7 0
15 241 7 0
33 266 7 0
16 241 7 0
34 266 7 0
17 241 7 0
35 266 7 0
36 266 7 0
37 266 7 0
38 266 7 0
39 266 7 0
40 266 7 0
41 266 7 0
42 266 7 0
43 266 7 0
44 266 7 0
45 266 7 0
46 266 7 0
47 266 7 0
48 266 7 0
49 266 7 0
50 266 7 0
33 241 6 1
51 266 7 0
34 241 6 1
52 266 7 0
35 241 6 1
53 266 7 0
36 241 6 1
54 266 7 0
37 241 6 1
38 241 6 1
39 241 6 1
40 241 6 1
41 241 6 1
42 241 6 1
43 241 6 1
44 241 6 1
45 241 6 1
46 241 6 1
47 241 6 1
48 241 6 1
49 241 6 1
50 241 6 1
51 241 6 1
52 241 6 1
53 241 6 1
54 241 6 1
55 241 6 1
56 241 6 1
15 166 5 0
16 166 5 0
17 166 5 0
18 166 5 0
19 166 5 0
20 166 5 0
21 166 5 0
22 166 5 0
26 141 5 0
27 141 5 0
28 141 5 0
29 141 5 0
30 141 5 0
31 141 5 0
32 141 5 0
33 141 5 0
54 166 4 1
55 166 4 1
56 166 4 1
57 166 4 1
58 166 4 1
59 166 4 1
60 166 4 1
39 116 5 0
40 116 5 0
41 116 5 0
42 116 5 0
43 116 5 0
44 116 5 0
45 116 5 0
46 116 5 0
47 116 5 0
71 141 4 1
72 141 4 1
73 141 4 1
74 141 4 1
75 141 4 1
76 141 4 1
77 141 4 1
78 141 4 1
165 266 7 0
166 266 7 0
167 266 7 0
168 266 7 0
169 266 7 0
170 266 7 0
171 266 7 0
172 266 7 0
173 266 7 0
174 266 7 0
175 266 7 0
86 116 4 1
87 116 4 1
88 116 4 1
89 116 4 1
90 116 4 1
91 116 4 1
92 116 4 1
192 191 3 1
193 191 3 1
194 191 3 1
195 191 3 1
196 191 3 1
197 191 3 1
198 191 3 1
186 166 3 1
187 166 3 1
188 166 3 1
189 166 3 1
190 166 3 1
191 166 3 1
192 166 3 1
228 216 2 0
229 216 2 0
230 216 2 0
231 216 2 0
232 216 2 0
233 216 2 0
234 216 2 0
186 141 3 1
187 141 3 1
188 141 3 1
189 141 3 1
223 191 2 0
190 141 3 1
224 191 2 0
191 141 3 1
225 191 2 0
192 141 3 1
226 191 2 0
227 191 2 0
228 191 2 0
229 191 2 0
212 166 2 0
213 166 2 0
214 166 2 0
181 116 3 1
215 166 2 0
182 116 3 1
216 166 2 0
183 116 3 1
217 166 2 0
184 116 3 1
218 166 2 0
185 116 3 1
186 116 3 1
187 116 3 1
188 116 3 1
172 91 3 1
173 91 3 1
174 91 3 1
175 91 3 1
159 66 3 1
176 91 3 1
210 141 2 0
160 66 3 1
177 91 3 1
211 141 2 0
161 66 3 1
178 91 3 1
212 141 2 0
162 66 3 1
213 141 2 0
163 66 3 1
214 141 2 0
164 66 3 1
215 141 2 0
165 66 3 1
216 141 2 0
166 66 3 1
208 116 2 0
209 116 2 0
210 116 2 0
211 116 2 0
212 116 2 0
213 116 2 0
214 116 2 0
198 91 2 0
199 91 2 0
200 91 2 0
201 91 2 0
202 91 2 0
203 91 2 0
204 91 2 0
187 66 2 0
188 66 2 0
189 66 2 0
190 66 2 0
9 242 7 0
191 66 2 0
10 242 7 0
192 66 2 0
11 242 7 0
193 66 2 0
12 242 7 0
194 66 2 0
13 242 7 0
14 242 7 0
15 242 7 0
16 242 7 0
17 242 7 0
18 242 7 0
19 242 7 0
37 267 7 0
38 267 7 0
39 267 7 0
40 267 7 0
41 267 7 0
42 267 7 0
43 267 7 0
44 267 7 0
45 267 7 0
46 267 7 0
47 267 7 0
48 267 7 0
49 267 7 0
50 267 7 0
51 267 7 0
52 267 7 0
35 242 6 1
53 267 7 0
36 242 6 1
54 267 7 0
37 242 6 1
55 267 7 0
38 242 6 1
56 267 7 0
39 242 6 1
57 267 7 0
40 242 6 1
58 267 7 0
41 242 6 1
59 267 7 0
42 242 6 1
60 267 7 0
43 242 6 1
61 267 7 0
44 242 6 1
62 267 7 0
45 242 6 1
63 267 7 0
46 242 6 1
64 267 7 0
47 242 6 1
65 267 7 0
48 242 6 1
66 267 7 0
49 242 6 1
67 267 7 0
50 242 6 1
68 267 7 0
51 242 6 1
69 267 7 0
52 242 6 1
53 242 6 1
54 242 6 1
55 242 6 1
56 242 6 1
57 242 6 1
58 242 6 1
59 242 6 1
15 167 5 0
16 167 5 0
17 167 5 0
18 167 5 0
19 167 5 0
20 167 5 0
21 167 5 0
25 142 5 0
26 142 5 0
27 142 5 0
28 142 5 0
29 142 5 0
30 142 5 0
31 142 5 0
32 142 5 0
33 142 5 0
53 167 4 1
54 167 4 1
55 167 4 1
56 167 4 1
57 167 4 1
58 167 4 1
59 167 4 1
60 167 4 1
39 117 5 0
40 117 5 0
41 117 5 0
42 117 5 0
43 117 5 0
44 117 5 0
45 117 5 0
46 117 5 0
69 142 4 1
70 142 4 1
71 142 4 1
72 142 4 1
73 142 4 1
74 142 4 1
75 142 4 1
76 142 4 1
77 142 4 1
78 142 4 1
164 267 7 0
165 267 7 0
166 267 7 0
167 267 7 0
168 267 7 0
169 267 7 0
170 267 7 0
171 267 7 0
172 267 7 0
173 267 7 0
174 267 7 0
175 267 7 0
85 117 4 1
86 117 4 1
87 117 4 1
88 117 4 1
71 92 5 0
89 117 4 1
72 92 5 0
90 117 4 1
91 117 4 1
92 117 4 1
193 242 7 0
194 242 7 0
192 192 3 1
193 192 3 1
194 192 3 1
195 192 3 1
196 192 3 1
197 192 3 1
198 192 3 1
186 167 3 1
187 167 3 1
188 167 3 1
189 167 3 1
190 167 3 1
191 167 3 1
192 167 3 1
228 217 2 0
229 217 2 0
230 217 2 0
231 217 2 0
232 217 2 0
233 217 2 0
234 217 2 0
235 217 2 0
186 142 3 1
187 142 3 1
188 142 3 1
189 142 3 1
190 142 3 1
224 192 2 0
191 142 3 1
225 192 2 0
192 142 3 1
226 192 2 0
227 192 2 0
228 192 2 0
229 192 2 0
212 167 2 0
230 192 2 0
213 167 2 0
214 167 2 0
215 167 2 0
182 117 3 1
216 167 2 0
183 117 3 1
217 167 2 0
184 117 3 1
218 167 2 0
185 117 3 1
186 117 3 1
187 117 3 1
188 117 3 1
172 92 3 1
173 92 3 1
174 92 3 1
175 92 3 1
176 92 3 1
210 142 2 0
160 67 3 1
177 92 3 1
211 142 2 0
161 67 3 1
178 92 3 1
212 142 2 0
162 67 3 1
213 142 2 0
163 67 3 1
214 142 2 0
164 67 3 1
215 142 2 0
165 67 3 1
216 142 2 0
166 67 3 1
208 117 2 0
209 117 2 0
210 117 2 0
211 117 2 0
212 117 2 0
213 117 2 0
214 117 2 0
198 92 2 0
199 92 2 0
200 92 2 0
201 92 2 0
202 92 2 0
203 92 2 0
204 92 2 0
187 67 2 0
205 92 2 0
188 67 2 0
189 67 2 0
190 67 2 0
191 67 2 0
192 67 2 0
11 243 7 0
193 67 2 0
12 243 7 0
194 67 2 0
13 243 7 0
195 67 2 0
14 243 7 0
15 243 7 0
16 243 7 0
17 243 7 0
18 243 7 0
19 243 7 0
20 243 7 0
44 268 7 0
45 268 7 0
46 268 7 0
47 268 7 0
48 268 7 0
49 268 7 0
50 268 7 0
51 268 7 0
52 268 7 0
53 268 7 0
54 268 7 0
37 243 6 1
55 268 7 0
38 243 6 1
56 268 7 0
39 243 6 1
57 268 7 0
40 243 6 1
58 268 7 0
41 243 6 1
59 268 7 0
42 243 6 1
60 268 7 0
43 243 6 1
61 268 7 0
44 243 6 1
62 268 7 0
45 243 6 1
63 268 7 0
46 243 6 1
64 268 7 0
47 243 6 1
65 268 7 0
48 243 6 1
66 268 7 0
49 243 6 1
67 268 7 0
50 243 6 1
68 268 7 0
51 243 6 1
69 268 7 0
52 243 6 1
70 268 7 0
53 243 6 1
71 268 7 0
54 243 6 1
72 268 7 0
55 243 6 1
73 268 7 0
56 243 6 1
57 243 6 1
58 243 6 1
59 243 6 1
60 243 6 1
61 243 6 1
62 243 6 1
63 243 6 1
64 243 6 1
65 243 6 1
14 168 5 0
66 243 6 1
15 168 5 0
16 168 5 0
17 168 5 0
18 168 5 0
19 168 5 0
20 168 5 0
21 168 5 0
25 143 5 0
26 143 5 0
27 143 5 0
28 143 5 0
29 143 5 0
30 143 5 0
31 143 5 0
32 143 5 0
53 168 4 1
54 168 4 1
55 168 4 1
56 168 4 1
57 168 4 1
58 168 4 1
59 168 4 1
38 118 5 0
39 118 5 0
40 118 5 0
41 118 5 0
42 118 5 0
43 118 5 0
44 118 5 0
45 118 5 0
46 118 5 0
69 143 4 1
70 143 4 1
71 143 4 1
72 143 4 1
73 143 4 1
74 143 4 1
75 143 4 1
76 143 4 1
77 143 4 1
163 268 7 0
164 268 7 0
165 268 7 0
166 268 7 0
167 268 7 0
168 268 7 0
169 268 7 0
170 268 7 0
171 268 7 0
172 268 7 0
173 268 7 0
174 268 7 0
85 118 4 1
86 118 4 1
69 93 5 0
87 118 4 1
70 93 5 0
88 118 4 1
71 93 5 0
89 118 4 1
72 93 5 0
90 118 4 1
73 93 5 0
91 118 4 1
74 93 5 0
191 243 7 0
192 243 7 0
193 243 7 0
194 243 7 0
195 243 7 0
196 243 7 0
192 193 3 1
193 193 3 1
194 193 3 1
195 193 3 1
196 193 3 1
197 193 3 1
198 193 3 1
199 193 3 1
186 168 3 1
187 168 3 1
188 168 3 1
189 168 3 1
190 168 3 1
191 168 3 1
192 168 3 1
229 218 2 0
230 218 2 0
231 218 2 0
232 218 2 0
233 218 2 0
234 218 2 0
235 218 2 0
186 143 3 1
187 143 3 1
188 143 3 1
189 143 3 1
190 143 3 1
224 193 2 0
191 143 3 1
225 193 2 0
192 143 3 1
226 193 2 0
227 193 2 0
228 193 2 0
229 193 2 0
212 168 2 0
230 193 2 0
213 168 2 0
214 168 2 0
215 168 2 0
182 118 3 1
216 168 2 0
183 118 3 1
217 168 2 0
184 118 3 1
218 168 2 0
185 118 3 1
186 118 3 1
187 118 3 1
188 118 3 1
172 93 3 1
173 93 3 1
174 93 3 1
175 93 3 1
176 93 3 1
210 143 2 0
160 68 3 1
177 93 3 1
211 143 2 0
161 68 3 1
178 93 3 1
212 143 2 0
162 68 3 1
179 93 3 1
213 143 2 0
163 68 3 1
214 143 2 0
164 68 3 1
215 143 2 0
165 68 3 1
216 143 2 0
166 68 3 1
208 118 2 0
209 118 2 0
210 118 2 0
211 118 2 0
212 118 2 0
213 118 2 0
214 118 2 0
199 93 2 0
200 93 2 0
201 93 2 0
202 93 2 0
203 93 2 0
204 93 2 0
205 93 2 0
189 68 2 0
190 68 2 0
191 68 2 0
192 68 2 0
193 68 2 0
12 244 7 0
194 68 2 0
13 244 7 0
195 68 2 0
14 244 7 0
15 244 7 0
16 244 7 0
17 244 7 0
18 244 7 0
19 244 7 0
20 244 7 0
46 269 7 0
47 269 7 0
48 269 7 0
49 269 7 0
50 269 7 0
51 269 7 0
52 269 7 0
53 269 7 0
54 269 7 0
55 269 7 0
56 269 7 0
39 244 6 1
57 269 7 0
40 244 6 1
58 269 7 0
41 244 6 1
59 269 7 0
42 244 6 1
60 269 7 0
43 244 6 1
61 269 7 0
44 244 6 1
62 269 7 0
45 244 6 1
63 269 7 0
46 244 6 1
64 269 7 0
47 244 6 1
65 269 7 0
48 244 6 1
66 269 7 0
49 244 6 1
67 269 7 0
50 244 6 1
68 269 7 0
51 244 6 1
69 269 7 0
52 244 6 1
70 269 7 0
53 244 6 1
71 269 7 0
54 244 6 1
72 269 7 0
55 244 6 1
73 269 7 0
56 244 6 1
74 269 7 0
57 244 6 1
75 269 7 0
58 244 6 1
76 269 7 0
59 244 6 1
77 269 7 0
60 244 6 1
78 269 7 0
61 244 6 1
79 269 7 0
62 244 6 1
80 269 7 0
63 244 6 1
81 269 7 0
64 244 6 1
13 169 5 0
82 269 7 0
65 244 6 1
14 169 5 0
83 269 7 0
66 244 6 1
15 169 5 0
84 269 7 0
67 244 6 1
16 169 5 0
85 269 7 0
68 244 6 1
17 169 5 0
86 269 7 0
18 169 5 0
87 269 7 0
19 169 5 0
88 269 7 0
20 169 5 0
89 269 7 0
90 269 7 0
91 269 7 0
92 269 7 0
93 269 7 0
94 269 7 0
24 144 5 0
25 144 5 0
26 144 5 0
27 144 5 0
28 144 5 0
29 144 5 0
30 144 5 0
31 144 5 0
53 169 4 1
54 169 4 1
55 169 4 1
56 169 4 1
57 169 4 1
58 169 4 1
59 169 4 1
38 119 5 0
39 119 5 0
40 119 5 0
41 119 5 0
42 119 5 0
43 119 5 0
44 119 5 0
45 119 5 0
67 144 4 1
68 144 4 1
69 144 4 1
70 144 4 1
71 144 4 1
72 144 4 1
73 144 4 1
74 144 4 1
75 144 4 1
161 269 7 0
76 144 4 1
162 269 7 0
77 144 4 1
163 269 7 0
164 269 7 0
165 269 7 0
166 269 7 0
167 269 7 0
168 269 7 0
169 269 7 0
170 269 7 0
171 269 7 0
172 269 7 0
67 94 5 0
85 119 4 1
68 94 5 0
86 119 4 1
69 94 5 0
87 119 4 1
70 94 5 0
88 119 4 1
71 94 5 0
89 119 4 1
72 94 5 0
90 119 4 1
73 94 5 0
91 119 4 1
74 94 5 0
190 244 7 0
191 244 7 0
192 244 7 0
193 244 7 0
194 244 7 0
195 244 7 0
196 244 7 0
193 194 3 1
194 194 3 1
195 194 3 1
196 194 3 1
197 194 3 1
198 194 3 1
199 194 3 1
186 169 3 1
187 169 3 1
188 169 3 1
189 169 3 1
190 169 3 1
191 169 3 1
192 169 3 1
229 219 2 0
230 219 2 0
231 219 2 0
232 219 2 0
233 219 2 0
234 219 2 0
235 219 2 0
186 144 3 1
187 144 3 1
188 144 3 1
189 144 3 1
190 144 3 1
191 144 3 1
225 194 2 0
192 144 3 1
226 194 2 0
193 144 3 1
227 194 2 0
228 194 2 0
229 194 2 0
212 169 2 0
230 194 2 0
213 169 2 0
231 194 2 0
214 169 2 0
215 169 2 0
182 119 3 1
216 169 2 0
183 119 3 1
217 169 2 0
184 119 3 1
218 169 2 0
185 119 3 1
219 169 2 0
186 119 3 1
187 119 3 1
188 119 3 1
173 94 3 1
174 94 3 1
175 94 3 1
176 94 3 1
210 144 2 0
160 69 3 1
177 94 3 1
211 144 2 0
161 69 3 1
178 94 3 1
212 144 2 0
162 69 3 1
179 94 3 1
213 144 2 0
163 69 3 1
214 144 2 0
164 69 3 1
215 144 2 0
165 69 3 1
216 144 2 0
166 69 3 1
167 69 3 1
208 119 2 0
209 119 2 0
210 119 2 0
211 119 2 0
212 119 2 0
213 119 2 0
214 119 2 0
215 119 2 0
199 94 2 0
200 94 2 0
201 94 2 0
202 94 2 0
203 94 2 0
204 94 2 0
205 94 2 0
206 94 2 0
189 69 2 0
190 69 2 0
191 69 2 0
192 69 2 0
193 69 2 0
194 69 2 0
13 245 7 0
195 69 2 0
14 245 7 0
196 69 2 0
15 245 7 0
16 245 7 0
17 245 7 0
18 245 7 0
19 245 7 0
20 245 7 0
21 245 7 0
48 270 7 0
49 270 7 0
50 270 7 0
51 270 7 0
52 270 7 0
53 270 7 0
54 270 7 0
55 270 7 0
56 270 7 0
57 270 7 0
58 270 7 0
41 245 6 1
59 270 7 0
42 245 6 1
60 270 7 0
43 245 6 1
61 270 7 0
44 245 6 1
62 270 7 0
45 245 6 1
63 270 7 0
46 245 6 1
64 270 7 0
47 245 6 1
65 270 7 0
48 245 6 1
66 270 7 0
49 245 6 1
67 270 7 0
50 245 6 1
68 270 7 0
51 245 6 1
69 270 7 0
52 245 6 1
70 270 7 0
53 245 6 1
71 270 7 0
54 245 6 1
72 270 7 0
55 245 6 1
73 270 7 0
56 245 6 1
74 270 7 0
57 245 6 1
75 270 7 0
58 245 6 1
76 270 7 0
59 245 6 1
77 270 7 0
60 245 6 1
78 270 7 0
61 245 6 1
79 270 7 0
62 245 6 1
80 270 7 0
63 245 6 1
81 270 7 0
64 245 6 1
13 170 5 0
82 270 7 0
65 245 6 1
14 170 5 0
83 270 7 0
66 245 6 1
15 170 5 0
84 270 7 0
67 245 6 1
16 170 5 0
85 270 7 0
68 245 6 1
17 170 5 0
86 270 7 0
69 245 6 1
18 170 5 0
87 270 7 0
70 245 6 1
19 170 5 0
88 270 7 0
71 245 6 1
20 170 5 0
89 270 7 0
72 245 6 1
90 270 7 0
73 245 6 1
91 270 7 0
74 245 6 1
92 270 7 0
75 245 6 1
93 270 7 0
76 245 6 1
94 270 7 0
77 245 6 1
95 270 7 0
96 270 7 0
97 270 7 0
98 270 7 0
23 145 5 0
24 145 5 0
25 145 5 0
26 145 5 0
27 145 5 0
28 145 5 0
29 145 5 0
30 145 5 0
31 145 5 0
53 170 4 1
54 170 4 1
55 170 4 1
56 170 4 1
57 170 4 1
58 170 4 1
59 170 4 1
36 120 5 0
37 120 5 0
38 120 5 0
39 120 5 0
40 120 5 0
41 120 5 0
42 120 5 0
43 120 5 0
44 120 5 0
67 145 4 1
68 145 4 1
69 145 4 1
70 145 4 1
71 145 4 1
72 145 4 1
158 270 7 0
73 145 4 1
159 270 7 0
74 145 4 1
160 270 7 0
75 145 4 1
161 270 7 0
162 270 7 0
163 270 7 0
164 270 7 0
165 270 7 0
166 270 7 0
167 270 7 0
168 270 7 0
169 270 7 0
170 270 7 0
171 270 7 0
65 95 5 0
66 95 5 0
84 120 4 1
67 95 5 0
85 120 4 1
68 95 5 0
86 120 4 1
69 95 5 0
87 120 4 1
70 95 5 0
88 120 4 1
71 95 5 0
89 120 4 1
72 95 5 0
90 120 4 1
73 95 5 0
91 120 4 1
74 95 5 0
75 95 5 0
190 245 7 0
191 245 7 0
192 245 7 0
193 245 7 0
194 245 7 0
195 245 7 0
196 245 7 0
197 245 7 0
193 195 3 1
194 195 3 1
195 195 3 1
196 195 3 1
197 195 3 1
198 195 3 1
199 195 3 1
200 195 3 1
186 170 3 1
187 170 3 1
188 170 3 1
189 170 3 1
190 170 3 1
191 170 3 1
192 170 3 1
229 220 2 0
230 220 2 0
231 220 2 0
232 220 2 0
233 220 2 0
234 220 2 0
235 220 2 0
187 145 3 1
188 145 3 1
189 145 3 1
190 145 3 1
191 145 3 1
225 195 2 0
192 145 3 1
226 195 2 0
193 145 3 1
227 195 2 0
228 195 2 0
229 195 2 0
212 170 2 0
230 195 2 0
213 170 2 0
231 195 2 0
214 170 2 0
215 170 2 0
182 120 3 1
216 170 2 0
183 120 3 1
217 170 2 0
184 120 3 1
218 170 2 0
185 120 3 1
219 170 2 0
186 120 3 1
187 120 3 1
188 120 3 1
189 120 3 1
173 95 3 1
174 95 3 1
175 95 3 1
176 95 3 1
210 145 2 0
177 95 3 1
211 145 2 0
161 70 3 1
178 95 3 1
212 145 2 0
162 70 3 1
179 95 3 1
213 145 2 0
163 70 3 1
180 95 3 1
214 145 2 0
164 70 3 1
215 145 2 0
165 70 3 1
216 145 2 0
166 70 3 1
167 70 3 1
209 120 2 0
210 120 2 0
211 120 2 0
212 120 2 0
213 120 2 0
214 120 2 0
215 120 2 0
200 95 2 0
201 95 2 0
202 95 2 0
203 95 2 0
204 95 2 0
205 95 2 0
206 95 2 0
190 70 2 0
191 70 2 0
192 70 2 0
193 70 2 0
194 70 2 0
195 70 2 0
14 246 7 0
196 70 2 0
15 246 7 0
16 246 7 0
17 246 7 0
18 246 7 0
19 246 7 0
20 246 7 0
21 246 7 0
50 271 7 0
51 271 7 0
52 271 7 0
53 271 7 0
54 271 7 0
55 271 7 0
56 271 7 0
57 271 7 0
58 271 7 0
59 271 7 0
60 271 7 0
61 271 7 0
62 271 7 0
45 246 6 1
63 271 7 0
46 246 6 1
64 271 7 0
47 246 6 1
65 271 7 0
48 246 6 1
66 271 7 0
49 246 6 1
67 271 7 0
50 246 6 1
68 271 7 0
51 246 6 1
69 271 7 0
52 246 6 1
70 271 7 0
53 246 6 1
71 271 7 0
54 246 6 1
72 271 7 0
55 246 6 1
73 271 7 0
56 246 6 1
74 271 7 0
57 246 6 1
75 271 7 0
58 246 6 1
76 271 7 0
59 246 6 1
77 271 7 0
60 246 6 1
78 271 7 0
61 246 6 1
79 271 7 0
62 246 6 1
80 271 7 0
63 246 6 1
12 171 5 0
81 271 7 0
64 246 6 1
13 171 5 0
82 271 7 0
65 246 6 1
14 171 5 0
83 271 7 0
66 246 6 1
15 171 5 0
84 271 7 0
67 246 6 1
16 171 5 0
85 271 7 0
68 246 6 1
17 171 5 0
86 271 7 0
69 246 6 1
18 171 5 0
87 271 7 0
70 246 6 1
19 171 5 0
88 271 7 0
71 246 6 1
89 271 7 0
72 246 6 1
90 271 7 0
73 246 6 1
91 271 7 0
74 246 6 1
92 271 7 0
75 246 6 1
93 271 7 0
76 246 6 1
94 271 7 0
77 246 6 1
95 271 7 0
78 246 6 1
96 271 7 0
79 246 6 1
97 271 7 0
98 271 7 0
99 271 7 0
100 271 7 0
101 271 7 0
102 271 7 0
103 271 7 0
23 146 5 0
24 146 5 0
25 146 5 0
26 146 5 0
27 146 5 0
28 146 5 0
29 146 5 0
30 146 5 0
53 171 4 1
54 171 4 1
55 171 4 1
56 171 4 1
57 171 4 1
58 171 4 1
59 171 4 1
35 121 5 0
36 121 5 0
37 121 5 0
38 121 5 0
39 121 5 0
40 121 5 0
41 121 5 0
42 121 5 0
43 121 5 0
65 146 4 1
66 146 4 1
67 146 4 1
68 146 4 1
69 146 4 1
70 146 4 1
156 271 7 0
71 146 4 1
157 271 7 0
72 146 4 1
158 271 7 0
73 146 4 1
159 271 7 0
74 146 4 1
160 271 7 0
75 146 4 1
161 271 7 0
162 271 7 0
163 271 7 0
164 271 7 0
165 271 7 0
166 271 7 0
167 271 7 0
168 271 7 0
169 271 7 0
64 96 5 0
65 96 5 0
66 96 5 0
169 246 6 1
84 121 4 1
67 96 5 0
85 121 4 1
68 96 5 0
86 121 4 1
69 96 5 0
87 121 4 1
70 96 5 0
88 121 4 1
71 96 5 0
89 121 4 1
72 96 5 0
90 121 4 1
73 96 5 0
91 121 4 1
74 96 5 0
189 246 7 0
190 246 7 0
191 246 7 0
192 246 7 0
193 246 7 0
194 246 7 0
195 246 7 0
196 246 7 0
194 196 3 1
195 196 3 1
196 196 3 1
197 196 3 1
198 196 3 1
199 196 3 1
200 196 3 1
186 171 3 1
187 171 3 1
188 171 3 1
189 171 3 1
190 171 3 1
191 171 3 1
192 171 3 1
193 171 3 1
229 221 2 0
230 221 2 0
231 221 2 0
232 221 2 0
233 221 2 0
234 221 2 0
235 221 2 0
236 221 2 0
187 146 3 1
188 146 3 1
189 146 3 1
190 146 3 1
191 146 3 1
225 196 2 0
192 146 3 1
226 196 2 0
193 146 3 1
